new_id,previous_context,main_tweet,posterior_context
144785,"[context] [user1779]: @user @user ... @user this shit's not gonna be easy😂nothin major is supposed to happen in 2, 3 weeks. if sports comes back, nothing major WILL happen. they'll talk about the movement at the beginning of the season then it's all highlights and playoffs and nobody cares anymore. 
  [context] [user47446]: @user @user ... @user Plus how do you know they'll do this? Cuz the media just talks about whatever profits them huh exactly 
  ","[main_tweet] [user1779]: @user @user ... @user exactly. boycotting will stop a portion of the media from getting distracted and just going for views. all the headlines are gonna be about sports returning and blm will be nothing more than a hashtag again. if ppl with a platform sway from the matter, others will join 
 "," [context] [user47446]: @user @user ... @user Why must we always be combative? If you know others think something is bad and you can work together why not do it? No one could have watched that George Floyd video and felt any difference. We need to band together not create division for views for your cause 
  [context] [user1779]: @user @user ... @user this is america's cause and we definitely need the views over entertainment. it's called awareness. your priorities are wrong. reply to me when they're on track 
 "
165418,"[context] [user47446]: @user @user ... @user Plus how do you know they'll do this? Cuz the media just talks about whatever profits them huh exactly 
  [context] [user1779]: @user @user ... @user exactly. boycotting will stop a portion of the media from getting distracted and just going for views. all the headlines are gonna be about sports returning and blm will be nothing more than a hashtag again. if ppl with a platform sway from the matter, others will join 
  ","[main_tweet] [user47446]: @user @user ... @user Why must we always be combative? If you know others think something is bad and you can work together why not do it? No one could have watched that George Floyd video and felt any difference. We need to band together not create division for views for your cause 
 "," [context] [user1779]: @user @user ... @user this is america's cause and we definitely need the views over entertainment. it's called awareness. your priorities are wrong. reply to me when they're on track 
  [context] [user47446]: @user @user ... @user My priorities are Americans working together not fighting over petty shit like ""don't let black people play basketball because they will take away from our message about police brutality"" the shit doesn't correlate. It's just the cancel mentality of always wanting 2 combat others 
 "
144789,"[context] [user1779]: @user @user ... @user exactly. boycotting will stop a portion of the media from getting distracted and just going for views. all the headlines are gonna be about sports returning and blm will be nothing more than a hashtag again. if ppl with a platform sway from the matter, others will join 
  [context] [user47446]: @user @user ... @user Why must we always be combative? If you know others think something is bad and you can work together why not do it? No one could have watched that George Floyd video and felt any difference. We need to band together not create division for views for your cause 
  ","[main_tweet] [user1779]: @user @user ... @user this is america's cause and we definitely need the views over entertainment. it's called awareness. your priorities are wrong. reply to me when they're on track 
 "," [context] [user47446]: @user @user ... @user My priorities are Americans working together not fighting over petty shit like ""don't let black people play basketball because they will take away from our message about police brutality"" the shit doesn't correlate. It's just the cancel mentality of always wanting 2 combat others 
  [context] [user1779]: @user @user ... @user ok. our fight against police brutality and injustice will be forgotten. 
 "
165420,"[context] [user79987]: @user @user ... @user The unintelligent thing to do would be to go on living like nothing happened. If you have leverage use it. See how quickly a rich ass owner who doesn't care will hold on to something that doesn't generate profits. Contracts don't mean a damn thing anymore...haven't in years. 
  [context] [user1779]: @user @user ... @user facts. if a plethora of star players boycott coming back so they can have time to protest and raise awareness for something more important than bball, shit's gonna get fixed quick. those big players have endorsements and stuff as income so the games are nothing but entertainment 
  [context] [user47446]: @user @user ... @user It's been what..2, 3 weeks and what has happened? Protests overshadowed by everything other than sports, which haven't been allowed. Why ask players to sacrifice their paycheck now also? Not all of them have Supermax deals 
  ","[main_tweet] [user104337]: @user @user ... @user We got some crab-mentality going on here, in the hood. The Clippers, Celtics, Lakers, and Milwaukee Bucks will not fall for this. I GUARANTEE YOU !!! They will rejoin protests in these city streets after the NBA Playoffs are completed. 
 "," [context] [user1779]: @user @user ... @user nahhh we need them in the streets right NOW😂the nba team owners should support that decision and fund protesting instead of games if playing or not playing the games won't affect them. why not not play the games and focus on something bigger?? 
  [context] [user104337]: @user @user ... @user Why would a NBA owner lend financial support to employees (THIS IS A JOB, NOT A HOBBY) that refuse to come back to work ? NBA owners will trim their budget = fire their minimum wage employees, thanks to the players. 
 "
124796,"[context] [user1779]: @user @user ... @user facts. if a plethora of star players boycott coming back so they can have time to protest and raise awareness for something more important than bball, shit's gonna get fixed quick. those big players have endorsements and stuff as income so the games are nothing but entertainment 
  [context] [user104337]: @user @user ... @user We got some crab-mentality going on here, in the hood. The Clippers, Celtics, Lakers, and Milwaukee Bucks will not fall for this. I GUARANTEE YOU !!! They will rejoin protests in these city streets after the NBA Playoffs are completed. 
  ","[main_tweet] [user1779]: @user @user ... @user nahhh we need them in the streets right NOW😂the nba team owners should support that decision and fund protesting instead of games if playing or not playing the games won't affect them. why not not play the games and focus on something bigger?? 
 "," [context] [user104337]: @user @user ... @user Why would a NBA owner lend financial support to employees (THIS IS A JOB, NOT A HOBBY) that refuse to come back to work ? NBA owners will trim their budget = fire their minimum wage employees, thanks to the players. 
  [context] [user1779]: @user @user ... @user and that just shows how corrupt nba owners are. they should do it cuz it's for a more important cause and they were rich before owning an nba team so not returning does nothing. funding the reason they won't return because it's valid is the right way, MORALLY, to go. but... 
 "
144796,"[context] [user1779]: @user @user ... @user this shit's not gonna be easy😂nothin major is supposed to happen in 2, 3 weeks. if sports comes back, nothing major WILL happen. they'll talk about the movement at the beginning of the season then it's all highlights and playoffs and nobody cares anymore. 
  [context] [user47446]: @user @user ... @user Companies across the world are already trying to profit off the black dollar by promoting black lives matter. Everyone on social media and in the world agrees we need change. What do we need to do? Let's do it. The world goes on fine when sports are here why stop what works 
  ","[main_tweet] [user104337]: @user @user ... @user We all agree that change is needed, WE DISAGREE ON THE METHOD TO AFFECT CHANGE. Trump will hijack this boycott saying, "" I told you black athletes can't multi-task = go to work and protest. They can only do 1 thing at a time. "" 
 "," [context] [user79987]: @user @user ... @user He would hijack anything that gives him attention. That's a given. But if this all dies down & we go back to living our lives then a whole new generation of kids will grow up under the same circumstances. Poverty, poor education, drugs, violence. That's the shit that hurts 
  [context] [user104337]: @user @user ... @user You do realize that THE PROTEST HAVE BECOME ORDINARY/BUSINESS AS USUAL NOW ? The white can only be shocked but so many nights in a row, then they say ""Same thing as last night change the channel. "" 
 "
124803,"[context] [user47446]: @user @user ... @user Companies across the world are already trying to profit off the black dollar by promoting black lives matter. Everyone on social media and in the world agrees we need change. What do we need to do? Let's do it. The world goes on fine when sports are here why stop what works 
  [context] [user104337]: @user @user ... @user We all agree that change is needed, WE DISAGREE ON THE METHOD TO AFFECT CHANGE. Trump will hijack this boycott saying, "" I told you black athletes can't multi-task = go to work and protest. They can only do 1 thing at a time. "" 
  ","[main_tweet] [user79987]: @user @user ... @user He would hijack anything that gives him attention. That's a given. But if this all dies down & we go back to living our lives then a whole new generation of kids will grow up under the same circumstances. Poverty, poor education, drugs, violence. That's the shit that hurts 
 "," [context] [user104337]: @user @user ... @user You do realize that THE PROTEST HAVE BECOME ORDINARY/BUSINESS AS USUAL NOW ? The white can only be shocked but so many nights in a row, then they say ""Same thing as last night change the channel. "" 
  [context] [user79987]: @user @user ... @user Let's see how ""Ordinary"" business traffic can function with protesters out there... 
 "
165421,"[context] [user104337]: @user @user ... @user We got some crab-mentality going on here, in the hood. The Clippers, Celtics, Lakers, and Milwaukee Bucks will not fall for this. I GUARANTEE YOU !!! They will rejoin protests in these city streets after the NBA Playoffs are completed. 
  [context] [user1779]: @user @user ... @user nahhh we need them in the streets right NOW😂the nba team owners should support that decision and fund protesting instead of games if playing or not playing the games won't affect them. why not not play the games and focus on something bigger?? 
  ","[main_tweet] [user104337]: @user @user ... @user Why would a NBA owner lend financial support to employees (THIS IS A JOB, NOT A HOBBY) that refuse to come back to work ? NBA owners will trim their budget = fire their minimum wage employees, thanks to the players. 
 "," [context] [user1779]: @user @user ... @user and that just shows how corrupt nba owners are. they should do it cuz it's for a more important cause and they were rich before owning an nba team so not returning does nothing. funding the reason they won't return because it's valid is the right way, MORALLY, to go. but... 
  [context] [user104337]: @user @user ... @user You are blind to facts of life youngblood. 😑😑😑 These owners look at NBA teams as toys/trophies. They became billionaires away from the NBA. I pay you well, but you refuse to come back to work. I'm not donating money to your cause. 
 "
165416,"[context] [user47446]: @user @user ... @user Why must we always be combative? If you know others think something is bad and you can work together why not do it? No one could have watched that George Floyd video and felt any difference. We need to band together not create division for views for your cause 
  [context] [user1779]: @user @user ... @user this is america's cause and we definitely need the views over entertainment. it's called awareness. your priorities are wrong. reply to me when they're on track 
  ","[main_tweet] [user47446]: @user @user ... @user My priorities are Americans working together not fighting over petty shit like ""don't let black people play basketball because they will take away from our message about police brutality"" the shit doesn't correlate. It's just the cancel mentality of always wanting 2 combat others 
 "," [context] [user1779]: @user @user ... @user ok. our fight against police brutality and injustice will be forgotten. 
  [context] [user47446]: @user @user ... @user How is it forgotten? It's everywhere's i look online now. I used to never comment or debate people but now I find this ignorance everywhere's and I feel the need to speak up as an American. 
 "
124794,"[context] [user1779]: @user @user ... @user nahhh we need them in the streets right NOW😂the nba team owners should support that decision and fund protesting instead of games if playing or not playing the games won't affect them. why not not play the games and focus on something bigger?? 
  [context] [user104337]: @user @user ... @user Why would a NBA owner lend financial support to employees (THIS IS A JOB, NOT A HOBBY) that refuse to come back to work ? NBA owners will trim their budget = fire their minimum wage employees, thanks to the players. 
  ","[main_tweet] [user1779]: @user @user ... @user and that just shows how corrupt nba owners are. they should do it cuz it's for a more important cause and they were rich before owning an nba team so not returning does nothing. funding the reason they won't return because it's valid is the right way, MORALLY, to go. but... 
 "," [context] [user104337]: @user @user ... @user You are blind to facts of life youngblood. 😑😑😑 These owners look at NBA teams as toys/trophies. They became billionaires away from the NBA. I pay you well, but you refuse to come back to work. I'm not donating money to your cause. 
  [context] [user79987]: @user @user ... @user I think youngblood is wise beyond his years 
 "
144787,"[context] [user1779]: @user @user ... @user this is america's cause and we definitely need the views over entertainment. it's called awareness. your priorities are wrong. reply to me when they're on track 
  [context] [user47446]: @user @user ... @user My priorities are Americans working together not fighting over petty shit like ""don't let black people play basketball because they will take away from our message about police brutality"" the shit doesn't correlate. It's just the cancel mentality of always wanting 2 combat others 
  ","[main_tweet] [user1779]: @user @user ... @user ok. our fight against police brutality and injustice will be forgotten. 
 "," [context] [user47446]: @user @user ... @user How is it forgotten? It's everywhere's i look online now. I used to never comment or debate people but now I find this ignorance everywhere's and I feel the need to speak up as an American. 
  [context] [user1779]: @user @user ... @user none can read😂that's why i stopped responding. bro said ""how is it forgotten"" after i said ""it WILL BE forgotten"" comprehension is tough for them apparently so im done wasting my time. if they can't see it's gonna be a distraction from reality then 🤷🏾♂ 
 "
165413,"[context] [user47446]: @user @user ... @user My priorities are Americans working together not fighting over petty shit like ""don't let black people play basketball because they will take away from our message about police brutality"" the shit doesn't correlate. It's just the cancel mentality of always wanting 2 combat others 
  [context] [user1779]: @user @user ... @user ok. our fight against police brutality and injustice will be forgotten. 
  ","[main_tweet] [user47446]: @user @user ... @user How is it forgotten? It's everywhere's i look online now. I used to never comment or debate people but now I find this ignorance everywhere's and I feel the need to speak up as an American. 
 "," [context] [user79987]: @user @user ... @user Now I know for sure you you didn't read lmao 
  [context] [user1779]: @user @user ... @user none can read😂that's why i stopped responding. bro said ""how is it forgotten"" after i said ""it WILL BE forgotten"" comprehension is tough for them apparently so im done wasting my time. if they can't see it's gonna be a distraction from reality then 🤷🏾♂ 
  [context] [user47446]: @user @user ... @user How will it be forgotten. How can you see the future my guy? It's everywhere's now why won't it be in 2 months. This is just as big as Coronavirus and that's still on tv. You're stopping progress bro but keep doing you. 
 "
83282,"[context] [user104337]: @user @user ... @user We all agree that change is needed, WE DISAGREE ON THE METHOD TO AFFECT CHANGE. Trump will hijack this boycott saying, "" I told you black athletes can't multi-task = go to work and protest. They can only do 1 thing at a time. "" 
  [context] [user79987]: @user @user ... @user He would hijack anything that gives him attention. That's a given. But if this all dies down & we go back to living our lives then a whole new generation of kids will grow up under the same circumstances. Poverty, poor education, drugs, violence. That's the shit that hurts 
  ","[main_tweet] [user104337]: @user @user ... @user You do realize that THE PROTEST HAVE BECOME ORDINARY/BUSINESS AS USUAL NOW ? The white can only be shocked but so many nights in a row, then they say ""Same thing as last night change the channel. "" 
 "," [context] [user79987]: @user @user ... @user Let's see how ""Ordinary"" business traffic can function with protesters out there... 
  [context] [user47446]: @user @user ... @user Sounds like a threat on businesses. What if it's a black owned business that won't survive without foot traffic. That's racism sir. 
 "
124804,"[context] [user79987]: @user @user ... @user He would hijack anything that gives him attention. That's a given. But if this all dies down & we go back to living our lives then a whole new generation of kids will grow up under the same circumstances. Poverty, poor education, drugs, violence. That's the shit that hurts 
  [context] [user104337]: @user @user ... @user You do realize that THE PROTEST HAVE BECOME ORDINARY/BUSINESS AS USUAL NOW ? The white can only be shocked but so many nights in a row, then they say ""Same thing as last night change the channel. "" 
  ","[main_tweet] [user79987]: @user @user ... @user Let's see how ""Ordinary"" business traffic can function with protesters out there... 
 "," [context] [user47446]: @user @user ... @user Sounds like a threat on businesses. What if it's a black owned business that won't survive without foot traffic. That's racism sir. 
  [context] [user79987]: @user @user ... @user Now I know for sure you you didn't read lmao 
 "
83278,"[context] [user104337]: @user @user ... @user You do realize that THE PROTEST HAVE BECOME ORDINARY/BUSINESS AS USUAL NOW ? The white can only be shocked but so many nights in a row, then they say ""Same thing as last night change the channel. "" 
  [context] [user79987]: @user @user ... @user Let's see how ""Ordinary"" business traffic can function with protesters out there... 
  ","[main_tweet] [user47446]: @user @user ... @user Sounds like a threat on businesses. What if it's a black owned business that won't survive without foot traffic. That's racism sir. 
 "," [context] [user79987]: @user @user ... @user Now I know for sure you you didn't read lmao 
  [context] [user1779]: @user @user ... @user none can read😂that's why i stopped responding. bro said ""how is it forgotten"" after i said ""it WILL BE forgotten"" comprehension is tough for them apparently so im done wasting my time. if they can't see it's gonna be a distraction from reality then 🤷🏾♂ 
 "
144795,"[context] [user47446]: @user @user ... @user How is it forgotten? It's everywhere's i look online now. I used to never comment or debate people but now I find this ignorance everywhere's and I feel the need to speak up as an American. 
  [context] [user79987]: @user @user ... @user Let's see how ""Ordinary"" business traffic can function with protesters out there... 
  [context] [user47446]: @user @user ... @user Sounds like a threat on businesses. What if it's a black owned business that won't survive without foot traffic. That's racism sir. 
  ","[main_tweet] [user79987]: @user @user ... @user Now I know for sure you you didn't read lmao 
 "," [context] [user1779]: @user @user ... @user none can read😂that's why i stopped responding. bro said ""how is it forgotten"" after i said ""it WILL BE forgotten"" comprehension is tough for them apparently so im done wasting my time. if they can't see it's gonna be a distraction from reality then 🤷🏾♂ 
  [context] [user47446]: @user @user ... @user How will it be forgotten. How can you see the future my guy? It's everywhere's now why won't it be in 2 months. This is just as big as Coronavirus and that's still on tv. You're stopping progress bro but keep doing you. 
 "
83280,"[context] [user1779]: @user @user ... @user ok. our fight against police brutality and injustice will be forgotten. 
  [context] [user47446]: @user @user ... @user How is it forgotten? It's everywhere's i look online now. I used to never comment or debate people but now I find this ignorance everywhere's and I feel the need to speak up as an American. 
  [context] [user47446]: @user @user ... @user Sounds like a threat on businesses. What if it's a black owned business that won't survive without foot traffic. That's racism sir. 
  [context] [user79987]: @user @user ... @user Now I know for sure you you didn't read lmao 
  ","[main_tweet] [user1779]: @user @user ... @user none can read😂that's why i stopped responding. bro said ""how is it forgotten"" after i said ""it WILL BE forgotten"" comprehension is tough for them apparently so im done wasting my time. if they can't see it's gonna be a distraction from reality then 🤷🏾♂ 
 "," [context] [user47446]: @user @user ... @user How will it be forgotten. How can you see the future my guy? It's everywhere's now why won't it be in 2 months. This is just as big as Coronavirus and that's still on tv. You're stopping progress bro but keep doing you. 
 "
165414,"[context] [user47446]: @user @user ... @user How is it forgotten? It's everywhere's i look online now. I used to never comment or debate people but now I find this ignorance everywhere's and I feel the need to speak up as an American. 
  [context] [user79987]: @user @user ... @user Now I know for sure you you didn't read lmao 
  [context] [user1779]: @user @user ... @user none can read😂that's why i stopped responding. bro said ""how is it forgotten"" after i said ""it WILL BE forgotten"" comprehension is tough for them apparently so im done wasting my time. if they can't see it's gonna be a distraction from reality then 🤷🏾♂ 
  ","[main_tweet] [user47446]: @user @user ... @user How will it be forgotten. How can you see the future my guy? It's everywhere's now why won't it be in 2 months. This is just as big as Coronavirus and that's still on tv. You're stopping progress bro but keep doing you. 
 ",
