new_id,previous_context,main_tweet,posterior_context
89710,[context] Is 'natural immunity' from Covid better than a vaccine?  [context] Could a blood test show if a Covid-19 vaccine works? A new study of monkeys offers some hope.  ," @NYTScience Early treatment and prophylaxes available for COVID-19 Ivermectin Frontline Critical Care Alliance 50 minutes Listen to it in its entirety. Please listen, share, and act accordingly. ",
307394,"[context] IVERMECTIN. Dr Lawrie and a panel of scientists from across the world have discovered how it can ""substantially"" reduce deaths from Covid and ""significantly"" reduce the risk of infection. They have submitted this data is Matt Hancock's office on the 4th Jan guess what no reply  ", So the gov & Hancock are not interested in a cheap drug that saves lives? They'd rather keep destroying lives & businesses & tanking the economy your all incompetent @BorisJohnson @MattHancock @SirGrahamBrady @CharlesWalkerMP @SteveBakerHW @Mark_J_Harper @grantshapps ,
97059,, @RealBrysonGray @ericaeppich Azithromycin cannot kill Covid! Amoxicillin cannot kill Hepatitis! Doxycycline cannot kill HPV! Sulfamethoxazole and Trimethoprim cannot kill MMR! Metronidazole cannot kill Zika! Ciprofloxacin cannot Kill RotaVirus! Cephalexin cannot kill AIDS! It just not possible!! ,
362421,, Why do we need a vaccine for a flu with a 99% survival rate?!? ," [context] @estherk_k Because decent people don't want 1% of those who contract it to die, or hundreds of thousands left with debilitating illness? "
198435,," Covid-19 home treatment kits in Mexico now include ivermectin and azithromycin. Remarkably, the national health authority in charge (IMSS) credits the work of FLCCC for the ivermectin inclusion. 👍 🇬🇧 "," [context] We can expect the following result!! Green Arrow = Use of Ivermectin in Peru _______________________________ Red Arrow = Govt stops Use of #Ivermectin  [context] @wmiddelkoop Mexico is doing something similar apparently.  [context] @Covid19Crusher It is not generalized, and it is at doctor's discretion.There are so many doctors from both public and private sector denying its efficacy (Twitter is full of them). I don't see any widespread use in the future, unless recommended by WHO  [context] @MattHancock Wheres the UK home kits, since we're ... the best at everything?  [context] Covid-19 home treatment kits in Mexico; 👉 Ivermectin + Azithromycin 👈 @BorisJohnson Please clarify the UK situation on home treatment to align us with the rest of the world. Please #retweet @lizearle @NYR_Official @MumsnetBloggers @NaturesAid @planetorganicuk @daylesfordfarm  [context] Sadly in the US, national medical ""experts"" still have no real pre-hospitalization protocol. Maybe they'll come up with something now that the Orange Man is gone. "
79186,"[context] Family doctors are critical in the fight against #COVID19. They know their patients, their communities and are THE trusted source of information to combat #VaccineHesitancy which might be our biggest threat. Let's get family docs to the table and get #ShotsinArms @CMA_Docs  ", @KatharineSmart @CMA_Docs Dr's worldwide have spoken about the dangers of these experimental vaccines. Have you looked at the Covid survival rate? Have you looked at drugs like Invermectin? You aren't the Trusted Resource when you don't look at the actual facts. ,
307398,," So the ground-breaking mRNA vaccine alleviates covid symptoms - I can accept that. Coincidentally, HCQ & Ivermectin also alleviates covid symptoms. The amazing thing is that this 'delivery system' can be used for anything once installed. Think about that. ",
62455,[context] Nine months into the pandemic and the federal government still can't manage to get health workers the protective equipment they need?  , @DrTomFrieden Stop whining you fool. Give them #Ivermectin and they won't get #COVID19 . How many times have you not been informed about the efficacy of and science behind this cure! , [context] They've known since April. 
75692,"[context] Last night the Liberals opposed the second reading vote of the State of Emergency legislation, effectively voting for a legal vacuum & no public health measures at all, enabling more than 2k active cases to freely leave their homes. I've never seen such a reckless opposition.  [context] Gastroenterologist Professor Thomas Borody says the combination of Ivermectin, Doxycycline and Zinc has shown to be almost 100 per cent effective as a treatment for COVID-19 based on the findings of six publications.  ", @JennyMikakos There is no absolutely need for a lock down or these restrictions. There are effective treatments. Hydroxychloroquine + Azithromycin + Zinc. You banned or restricted the use of Hydroxychloroquine. That's very suspicious. Ivermectin is another. ,
379038,, ☝ONE MORE DAY until the premiere of One World: #TogetherAtHome! You won't want to miss this historic moment in the fight against COVID-19. Find out how you can watch here: , [context] @tommyHotpockets Below tweet by Coronavirus-follower GlblCtzn reached the 93.5 percentile in under 15 minutes 27 seconds. #COVID19 #COVID19 (This is an algorithmic tweet thread. Mute this thread or #CoronaVirusExpert if uninterested) 
12139,"[context] Goldman, Deutsche Order UK Staff To Stay Home As European COVID-19 Outbreak Explodes #COVID19 #SARSCoV2 #Pandemic #2ndWave  "," #Birx pleads for 'more aggressive action' against virus - ""This is not about #lockdowns. It hasn't been about lockdowns since March or April. It's about an aggressive balanced approach that is not being implemented."" #COVID19 #SARSCoV2 #Pandemic #2ndWave ", [context] #UK Manchester ambulance service declares 'major incident' over volume of calls #COVID19 #SARSCoV2 #Pandemic #2ndWave 
2061,," ""@CDCgov advises people to wear masks indoors at all times, except at home"" - SAID EVERY #EPIDEMIOLOGIST FOR MONTHS "," [context] @Iamgoingtosleep @linseymarr @danaparish @DrKatrin_Rabiei @CathNoakes @busycactus @Don_Milton @akm5376 @j_g_allen @SherriDouville @jessica_bassett @GosiaGasperoPhD @SprkJoy4BtrDays @SteinmanRuth @ProfCharlesHaas @jljcolorado @meganranney @nynursesunited @CDC_Firstline @kprather88 @ShellyMBoulder @WHO @covidisairborne @Poppendieck @HuffmanLabDU @Prof_Lowe @ammetropnevad13 @AliNouriPhD @mdholte @BarryHunt008 @citlanx @DFisman @NjbBari3 @TanaWuliji @CDCgov @Surgeon_General @emilymicheleL @FrontlinesStl @IMPACT4HC @TheBlondeRN @IDSAInfo @DrJlo29 @Cleavon_MD @DvsBlack @apoorva_nyc @bethlinas, we have been saying #COVIDisAirborne and masks should be worn indoors with others you don't live with for some time. "
136905,[context] @julie_dutto @Jennykeane6 @rsa666381 @SandraK93322487 @sab_mar74 @rubithecat @Wynjym @joelle47019650 @Gandalfsgirl13 @brotherjohn82 @deepdeux @reddogsusie @tr_williams @browneyedlass09 @USMJParty @ginachron @DogWarrior2 @AlmeidaAlzira @DibbleSneakers @MShagalaih @farrsbridge @conversationmaj @PMcgoos2 @jamiebarkwell @gaviota330 @JenCoolio @PooMcGoo1 @Jdoll17492123 @jflannez19 @chortletown @RelaxMyDog @Vawareinfinite @RobRobbEdwards @KirsiKilpinen @Sunleil @NYCACC @CoryBooker @rickygervais @sonic1930 @Veganella_ @ukmav @ChupameLaCajeta @Lily36302206 @drunkvegans @WeVegan @hayley_Core_V @VeganRachel @molesuk @lisamurkowski @SenDanSullivan THANK YOU🥳🥳🥳🤗😍😊 For your rejection of the Pebble Mine Project! Now please stop supporting BIG OIL's proposed destruction of the Arctic National Wildlife Refuge REJECT all OIL DRILLING. 🪶Please sign friends: 🙏🏕💖  , @julie_dutto @Jennykeane6 @rsa666381 @SandraK93322487 @sab_mar74 @rubithecat @Wynjym @joelle47019650 @Gandalfsgirl13 @brotherjohn82 @deepdeux @reddogsusie @tr_williams @browneyedlass09 @USMJParty @ginachron @DogWarrior2 @AlmeidaAlzira @DibbleSneakers @MShagalaih @farrsbridge @conversationmaj @PMcgoos2 @jamiebarkwell @gaviota330 @JenCoolio @PooMcGoo1 @Jdoll17492123 @jflannez19 @chortletown @RelaxMyDog @Vawareinfinite @RobRobbEdwards @KirsiKilpinen @Sunleil @NYCACC @CoryBooker @rickygervais @sonic1930 @Veganella_ @ukmav @ChupameLaCajeta @Lily36302206 @drunkvegans @WeVegan @hayley_Core_V @VeganRachel @molesuk @lisamurkowski @SenDanSullivan 🪶Sign to stop: Virginia Tech University & Envigo. Dogs are tortured in repeated painful procedures like: multiple experiments for 14 hours; bled out until their bodies go into shock before they're killed chests are cut open for painful heart surgeries. , [context] @centerinventor1 @julie_dutto @Jennykeane6 @rsa666381 @SandraK93322487 @sab_mar74 @Wynjym @joelle47019650 @Gandalfsgirl13 @brotherjohn82 @deepdeux @reddogsusie @tr_williams @browneyedlass09 @USMJParty @ginachron @DogWarrior2 @AlmeidaAlzira @DibbleSneakers @MShagalaih @farrsbridge @conversationmaj @PMcgoos2 @jamiebarkwell @gaviota330 @JenCoolio @PooMcGoo1 @Jdoll17492123 @jflannez19 @chortletown @RelaxMyDog @Vawareinfinite @RobRobbEdwards @KirsiKilpinen @Sunleil @NYCACC @CoryBooker @rickygervais @sonic1930 @Veganella_ @ukmav @ChupameLaCajeta @Lily36302206 @drunkvegans @WeVegan @hayley_Core_V @VeganRachel @molesuk @lisamurkowski @SenDanSullivan signed / rtd 🦮😰 
38687,"[context] BREAKING: Moderna says early data suggests its COVID-19 vaccine is strongly effective. With similar news from Pfizer last week, two different shots are on the path toward seeking U.S. approval within weeks.  ", 94.5% effective?! 2020 is trying to redeem itself right at the end ,
199763,," DO NOT TAKE THE VACCINE PEOPLE!! THE DRUG THAT STOPS COVID IS IVERMECTIN, HUNDREDS OF OFFICIAL STUDIES HAVE NOW BEEN DONE!! #IVERMECTIN, THIS IS THE DRUG, IT STOPS COVID IN ITS TRACKS, STOPS REPLICATION OF VIRUS, THIS DOCTOR JUST SPOKE IN THE US SENATE ",
123082,"[context] ""During the state of emergency, people will only be allowed out on to public streets for the following reasons: to buy food, basic or pharmaceutical items; to attend medical centres; to go to and from work ...""  "," @consent_factory ""..Coronavirus: Outcry as Spanish beach sprayed with bleach ..killed everything on the ground, nothing is seen, not even insects.."": ""..intention of protecting minors but admits that they were wrong.."": ",
8422,," ""This is a recipe for really bad things to happen."" In West Virginia, hospitals brace for an influx of older and sicker Covid patients, straining already limited rural resources. ", [context] @WSJ OMG - Governor Cuomo has NOT allowed hydroxychloroquine plus azithromycin treatment!? Every COVID-19 death in New York is ENTIRELY his fault. This treatment has been proven around the world Cuomo/liberal doc friends played politics and now thousands are dead 
47079,[context] Coming out of twitter hiatus to share this timely article from @KrutikaKuppalli @asosin @jabarocas @syramadad & myself. Public health is not just about vaccines & treatments. It's about the hard work we do at community level to ensure health for ALL.  ," @BhadeliaMD @KrutikaKuppalli @asosin @jabarocas @syramadad Hi,,, check IVERMECTIN, it stops covid 80%. We should all be taking it prophylactically. It's cheap and it's safe. More info at, peak prosperity and trialsite news,on YouTube.. why hasn't our government been giving this to us ? ",
86783,"[context] I am at my lowest point since March 2020. No business , no income, no personal interaction, no proper vaccine roll out and most importantly no hope or prospect that things will improve anytime soon. And I'm the one trying to hold the rest of the family together. Sick of it now.  "," @Michael54325847 @LouiseMMallo8 The lack of a ""proper vaccine roll out"" gives me hope. The future depends on us, you and me. "," [context] @ToftegaardAse @Michael54325847 @LouiseMMallo8 Let's Treat the Patient! According to cardiologist Dr. Peter McCullough, Covid19 is TREATABLE. Remember, doctors CAN TREAT patients w/ drugs such as ivermectin, instead of just vaccinating or self-isolating them. Truly a ""must see"" for ALL medical doctors. "
285918,," On Tuesday, Gov. Andy Beshear announced that seven more Kentucky hospitals received shipments of the Pfizer COVID-19 vaccines and that the administration of thousands of vaccines are beginning to occur. Read more: "," [context] @GovAndyBeshear Per Dr. Kory if you are taking Ivermectin you will not get Covid-19. Large clinical trial, data to back it up. Why is Beshear pushing a vaccine when he knows he will not open KY even with it? Surgeon General says vax will only reduce symptoms! Wake up KY! "
241270,"[context] Woke Twitter is so convinced that it is factually correct, not to mention on a higher moral plane, that it does not even want to try to understand other points of view. The latest Ipsos poll suggests 16% of Canadians won't take a vaccine; 21% are unsure. To be clear, I will.  "," If 16% of Canadians thought the world was flat, a responsible journalist still wouldn't give it a front-page forum. And ""Woke Twitter"" is a weird way to spell ""scientists"" "," [context] @theturner so you feel vaccine concerns should be hidden away? Very Odd thing to say, I do have reservations about gene altering experiment on #cdnpoli when there is a $2 cure for #covid19. #ivermectin turning heads since March saving ppl for 40 years already. #ableg #bcpoli #onpoli #bctf "
263943,, Lysol issues warning that disinfectants should not be injected or ingested into human body to treat coronavirus , [context] @KHOU I just downed 2 bottles after a 1/5 of bleach. The President said this was how I kill COVID are you telling me he lies? 
10801,, #BREAKING  Moderna said its experimental vaccine was 94.5% effective in preventing COVID-19 based on interim data from a late-stage clinical trial /via @Reuters #coronavirus #vaccine #COVID19 ,
254025,[context] If you love data. Here's most of the worlds ivermectin data.  ," Ivermectin for COVID-19? But wait, that's not a vaccine, it's some cheap drug you can buy at the pharmacy! ",
146174,, @normanswan Plz read following URLs then promote IVERMECTIN as a VERY SAFE COVID19 TREATMENT until the vaccine arrives & possibly even after that! <PLZ REPLY WITH YOUR OPINION> | | | | ,
76414,[context] We don't have a food shortage problem  we have a leadership problem.  ," @JoeBiden Proof from the CDC saying Hydroxychloroquine is SAFE. Evidence showing that HCQ, Zinc, Azithromycin cures COVID. ",
266716,, Meanwhile the survival rate is 99%. I'll take that over the vaccine. ,
102990,[context] @cynicalanalyst2 @Omer_C1 Outta control conspiracy theories. I posted them an article from the Guardian on how the Russians are spreading disinformation about the vax to better market Sputnik. Fight fire with fire. Didn't help. Has anyone done a write up (or psychology text) on conspiracy theory appeal?  , @ShorrTirza @Omer_C1 No but I can put you in touch with them... I guess some people like the idea of some form of conspiracy existing. I have a friend who is convinced that governments are hiding a city in antarctica ,
170579,"[context] Detroit @MayorMikeDuggan is turning away 6,200 doses of Johnson & Johnson vaccines because it's not as effective as the Pfizer and Moderna vaccines and preventing #COVID19 illnesses via @annalise_frank & @crainsdetroit  ", ARRRRGGGGHHH! Someone educate this man. ,
131769,"[context] @RegimeChangeBC Well since it is band in SAfrica... yea, it is most certainly worth sharing.  ", @greencremesoda Should be able to find some at Animal Feed Stores. just pretend you got horses with worms! ,
52202,," @CPHO_Canada @TBayMOH @DrBonnieHenry have you seen this pdf? It has studies on efficacy of HCQ, Azithromycin and zinc triple therapy. @fordnation @CTVBarrieNews @theJagmeetSingh @celliottability #COVID19 ",
349747,, WATCH LIVE: @NYGovCuomo provides his COVID-19 update. It is streaming live on ," [context] @news10nbc @NYGovCuomo Will the CDC, FDA, Cuomo, Duffy, Bello and Mendoza let people die when there is a solution for COVID-19? Yes, I think they will let people die. Ivermectin. To save people's lives now. Use it. ~  [context] @news10nbc @NYGovCuomo Ivermectin. The latest and best treatment for COVID-19. Used safely by 3.7 billion people worldwide (for parasitic infections). "
182393,," Authoritarian Michigan @GovWhitmer said on her livestream: ""I'm not going to sign any bill that takes authority away from me..."" Quite discomforting to hear that from an elected official - especially in our country. "," [context] Wow, her and @GavinNewsom must be related! "
311541,," Study finds lower COVID19 incidence with Ivermectin, a $2 drug ",
303231,, Seen this lassie hingin aboot the cleaning products in Morrison's# ," [context] @FordKiernan1 But some people have been anal bleaching for years, it certainly seems to cure piles so why not COVID-19? "
265262,"[context] Pfizer, Moderna, Johnson & Johnson have told investors they will hike prices on vaccines soon and cash in as covid vaccines may be required annually. J&J explained they will wait for the pandemic ""to end"" but they reserve the right to make the declaration.  "," Man, so glad we're the only industrialized country that monetizes people's health. What a joke. End health insurance. We need a single payer system so people don't need a GoFundMe to help save their life ",
110267,"[context] @Ty_Ram1 @bal4_rednirus @KeithG39663547 @rustypenny_wood @sameold2cents1 @soc_justice1 @grafikalrob @GSawision @PLHCrawford @parnel1123 @sass72 @Martyupnorth @parnel11231 @boscobaby23 @DawsonMdhoust @MonicaFibonacci @SahamSaler @IceBergMOAB @leighgt @sohotitsart @WorldPe56580574 @BECCA99564437 @phattyliva @JohnMorelli_BC @Danbalkwill1 @kayla23307512 @greatrighthope @topshelfmofo @bryan_leblanc @TALBOTGILLES @RickHi2315 @myearwood65 @JustChris2018 @canukcookie @sweetdizzydee @2dratbil @Owingnut @johnsta04633925 @canadaunited1 @BarbaraAnneW5 @pigBruin @zaphod57 @RonKorkut @cheryl1492 For foreign countries, 🤦♂  "," @Ty_Ram1 @bal4_rednirus @KeithG39663547 @rustypenny_wood @sameold2cents1 @soc_justice1 @grafikalrob @GSawision @PLHCrawford @parnel1123 @sass72 @Martyupnorth @parnel11231 @boscobaby23 @DawsonMdhoust @MonicaFibonacci @SahamSaler @IceBergMOAB @leighgt @sohotitsart @WorldPe56580574 @BECCA99564437 @phattyliva @JohnMorelli_BC @Danbalkwill1 @kayla23307512 @greatrighthope @topshelfmofo @bryan_leblanc @TALBOTGILLES @RickHi2315 @myearwood65 @JustChris2018 @canukcookie @sweetdizzydee @2dratbil @Owingnut @johnsta04633925 @canadaunited1 @BarbaraAnneW5 @pigBruin @zaphod57 @RonKorkut @cheryl1492 Get ready for the liberals storm, nothing for the Great Country we give give give, time to tip a ship full of tea I think. 👍 ", [context] @JustinSchafer1 @Ty_Ram1 @bal4_rednirus @rustypenny_wood @sameold2cents1 @soc_justice1 @grafikalrob @GSawision @PLHCrawford @parnel1123 @sass72 @Martyupnorth @parnel11231 @boscobaby23 @DawsonMdhoust @MonicaFibonacci @SahamSaler @IceBergMOAB @leighgt @sohotitsart @WorldPe56580574 @BECCA99564437 @phattyliva @JohnMorelli_BC @Danbalkwill1 @kayla23307512 @greatrighthope @topshelfmofo @bryan_leblanc @TALBOTGILLES @RickHi2315 @myearwood65 @JustChris2018 @canukcookie @sweetdizzydee @2dratbil @Owingnut @johnsta04633925 @canadaunited1 @BarbaraAnneW5 @pigBruin @zaphod57 @RonKorkut @cheryl1492 Yeah with drama Queen Trudeau too 
295758,"[context] If you're so terrified of #COVID19 that you want to abuse other people's human rights by forcing them to wear masks and get jabbed with a rushed vaccine - but want to ban #Ivermectine and #Hydroxychloroquine ... congratulations, you're a massive hypocrite.  ", Prophylaxis Early Treatment Triple Therapy #BorodyProtocol Zinc Ivermectin Doxycycline #ZelenkoProtocol Zinc Hydroxychloroquine Azithromycin 5 days ,
143503,[context] What would happen if you chose not to get the Covid vaccine? We take a look. #covid19  , @misslfoster I've just watched your vile video. Could I suggest you look into Ivermectin as a cure for covid. Also antibiotics. You never know you might learn something. #DefundTheBBC ,
219554,," Good news everyone! With covid on the decline, I am reopening the shop! 25% manning, customer satisfaction may vary. I will take this first week, please reach out with any questions or concerns! #bleach #anime #Covid_19 #BleachForever ",
320035,, The Race for Inclusion #COVID19 vaccine trials are under pressure to ensure diversity among participants People of color often mistrust the medical system because of systemic racism past and present 1/ ," [context] They are also less likely to have health insurance, raising concerns about getting care for vaccine-related side-effects. Thoughtful outreach efforts have been key, helping one Moderna trial go from 7% Black enrollees in late August to 13% by mid-September. #COVID19 2/3 "
143557,," @mitchellvii Dr. Fauci isn't dismissing the drug, I just heard him on FOX!!👍🏻 "," [context] @chillitabob21 @mitchellvii He's a snake. He has never supported the hydroxychloroquine, azithromycin and zinc treatment. He blamed his lack of support for the use of those drugs to treat Covid-19 on his affinity for clinical trials and data. "
178218,, Antiparasitic drug Ivermectin kills coronavirus in 48 hours. @BorisJohnson do your scientists know of this ," [context] Ivermectin is a medication used to treat many types of parasite infestations. In humans, this includes head lice , scabies , river blindness (onchocerciasis), strongyloidiasis , trichuriasis , ascariasis , and lymphatic filariasis . "
13841,, #Covid19 CORONAVIRUS: UK TRANSPORT MINISTER SHAPPS SAYS THE NETHERLANDS WILL ALSO BE SUBJECT TO 14-DAY QUARANTINE -- SHAPPS SAYS TO IMPOSE 14-DAY QUARANTINE ON ARRIVALS FROM FRANCE ," [context] #Covid19 German Coronavirus Cases Up By 1,422, Biggest Rise Since May 1 "
227853,"[context] ''India's coronavirus cases MYSTERIOUSLY fall'' 🧐 It ain't' no mystery. Indian health officials recommend Ivermectin & HCQ + Zinc to treat Covid. They even sell 'Covid kits' for  A$2.65 containing Ivermectin, Zinc & Doxycycline.  ", How Fn stupid is our government !!! They should be made accountable. They shit me to tears and I'm talking about both major parties plus all the health bureaucracies around the country. 😡😡😡 ,
114449,"[context] @CPHO_Canada @SFU Please take a closer look at Ivermectin. Other countries and jurisdictions are changing course. Also, where can I find the governments own information and guidelines on the use of Ivermectin for Covid-19.  ", @_J_McPherson @CPHO_Canada @SFU Ivermectin is not FDA approved for the treatment or prophylaxis of COVID 19. ,
381199,"[context] 🧬First at-home #COVID19 #TESTTESTTEST kit authorized by the @US_FDA  @LabCorp, which makes the test, is prioritizing #healthcare workers and first responders. People still need to send it to a lab for testing. The test costs $119.  ", 🔝Challenges of CAR- and TCR-T cellbased therapy for chronic infections  The flexibility to modify even non-activated T cells resulting in CAR/TCR-T cells with reduced cytolytic capacity can further enhance the safety of the approach in #viralinfections. , [context] 🔝Importance of untested infectious individuals for the suppression of COVID-19 epidemics  PARTIALLY LIFTED #Lockdowns ➕ FAST AND THOROUGH #TestTestTest ➡ QUICK ISOLATION of #SYMPTOMATIC and #ASYMPTOMATIC ➡ suppression of SECONDARY WAVES of #COVID19. 
312806,"[context] ""The trials of ivermectin have been poorly designed and potentially biased. We cannot conclude from these trials that ivermectin is either safe or effective for the prevention or treatment of Covid-19.""  ", THIS IS A MUST READ TO SHUT DOWN @CraigKellyMP FANCIFUL CLAIMS ABOUT IVERMECTIN! Short plain english read. ,
47037,[context] @David18054465 @BeJayne @Stop_CommonPass @1BJDJ Mum had covid on her death certificate but didn't die of covid. It's very sad people die but how many really died of covid & only covid ?? Here's. Calderdale & Huddersfield trust 14 only if covid out of six 660 000. I believe more suicides than that.  , @Bevbb9 @David18054465 @BeJayne @Stop_CommonPass @1BJDJ Just because you had something else AND covid doesn't mean Covid didn't kill you. They'd still be alive if they hadn't caught it. , [context] @Draper25Jota @David18054465 @BeJayne @Stop_CommonPass @1BJDJ Have some perspective too here. 
215532,," For those like @EricTrump Who are accusing #Pfizer of delaying their announcement for political purposes this article might be an education: Pfizer, Moderna COVID-19 vaccines could reach all Americans by Juneif politics don't get in the way: Slaoui ",
71938,"[context] Dr John Campbell MD (huge DailyKos following) interviewed researcher Dr Tess Lawrie MD on her meta-review of Ivermectin studies. One conclusion: Very Safe. Ivermectin, over 40 years, billions doses, mere 16 deaths. By contrast Remdesivir in 1 year already has 417 deaths reported  [context] After a year of this, can we at least all agree that the amount of effort that has been spent on pushing the wearing of masks is completely disproportionate to their actual effectiveness  ", @IAmTheActualET Can we also begin to look at the effectiveness of IVERMECTIN and question Fauci only promoting Remdesivir and covid vaccines. ,
314504,"[context] We still have work to do  that's why our approach is responsible and deliberate. This is why we're not just going to throw open our doors all at once, as other states have done. Our goal remains to save lives.  ", Thank you @GovMurphy ... I rescheduled my wedding date twice and then finally had to cancelled it because of this. Lives are more important ... Data shows we are doing a good job and shouldn't stop being vigilant. Thank you for the daily tweets. Keep up the good leadership. , [context] @Zenfulie @GovMurphy Freedom Spray: Bleach air spray - How swimming pools stay infection-free and how Spain and Korea defeat COVID-19 #COVID #COVID19 #Coronavirus #bleach #hypochlorite #disinfectant 
379699,, 🇵🇾Huge demonstration last night in Paraguay against the management of the Covid crisis by the President of the Country. The demonstration turned into a riot. The Ministry of Health was forced to resign. , [context] The world is waking up 👇🏻 
234711,," I look forward to seeing the enforcement of this when it comes to protests. Wonder if public trust in law & order structures have weakened over the course of the #COVID19 pandemic (due to perceptions that laws and rules are not being applied fairly). ""Selective"" law & order? "," [context] @rakibehsan Ivermectin negates need for vaccine, lockdown, masks & suffering. Economic ruin, harm to health, treatments etc are Political Choice. "
